GO term	COGs	GO term name	Number of COGs	IC	SuperCOGs	Number of SuperCOGs
GO:0070026	{'R'}	nitric oxide binding	1	12.4429	{'general function'}	1
GO:0070050	{'R'}	neuron cellular homeostasis	1	12.1368	{'general function'}	1
GO:0070059	{'T'}	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	1	11.3663	{'supercog1'}	1
GO:0070061	{'G'}	fructose binding	1	14.3174	{'supercog2'}	1
GO:0070062	{'W'}	extracellular exosome	1	6.7349	{'supercog1'}	1
GO:0070063	{'A'}	RNA polymerase binding	1	9.3478	{'supercog3'}	1
GO:0070064	{'E'}	proline-rich region binding	1	13.2243	{'supercog2'}	1
GO:0070069	{'O'}	cytochrome complex	1	8.3882	{'supercog1'}	1
GO:0070084	{'R'}	protein initiator methionine removal	1	11.1368	{'general function'}	1
GO:0070085	{'G'}	glycosylation	1	7.8601	{'supercog2'}	1
GO:0070091	{'U'}	glucagon secretion	1	14.5238	{'supercog1'}	1
GO:0070092	{'T', 'U'}	regulation of glucagon secretion	2	14.7648	{'supercog1'}	1
GO:0070098	{'T'}	chemokine-mediated signaling pathway	1	10.4561	{'supercog1'}	1
GO:0070102	{'T'}	interleukin-6-mediated signaling pathway	1	13.5238	{'supercog1'}	1
GO:0070122	{'R'}	isopeptidase activity	1	14.3174	{'general function'}	1
GO:0070125	{'J'}	mitochondrial translational elongation	1	10.6774	{'supercog3'}	1
GO:0070126	{'O', 'J'}	mitochondrial translational termination	2	11.1368	{'supercog3', 'supercog1'}	2
GO:0070129	{'J'}	regulation of mitochondrial translation	1	12.1368	{'supercog3'}	1
GO:0070141	{'T'}	response to UV-A	1	13.9763	{'supercog1'}	1
GO:0070160	{'W'}	tight junction	1	10.4169	{'supercog1'}	1
GO:0070161	{'W'}	anchoring junction	1	8.5858	{'supercog1'}	1
GO:0070167	{'D', 'T'}	regulation of biomineral tissue development	2	11.3416	{'supercog1'}	1
GO:0070168	{'D'}	negative regulation of biomineral tissue development	1	13.1799	{'supercog1'}	1
GO:0070169	{'D'}	positive regulation of biomineral tissue development	1	12.2243	{'supercog1'}	1
GO:0070178	{'E'}	D-serine metabolic process	1	13.4169	{'supercog2'}	1
GO:0070180	{'A'}	large ribosomal subunit rRNA binding	1	8.3819	{'supercog3'}	1
GO:0070181	{'A'}	small ribosomal subunit rRNA binding	1	9.9859	{'supercog3'}	1
GO:0070189	{'E', 'H'}	kynurenine metabolic process	2	10.1909	{'supercog2'}	1
GO:0070192	{'B'}	chromosome organization involved in meiotic cell cycle	1	10.3788	{'supercog3'}	1
GO:0070193	{'B'}	synaptonemal complex organization	1	12.2701	{'supercog3'}	1
GO:0070201	{'O'}	regulation of establishment of protein localization	1	7.5867	{'supercog1'}	1
GO:0070206	{'O'}	protein trimerization	1	10.4896	{'supercog1'}	1
GO:0070207	{'O'}	protein homotrimerization	1	10.6851	{'supercog1'}	1
GO:0070212	{'O'}	protein poly-ADP-ribosylation	1	13.3663	{'supercog1'}	1
GO:0070213	{'O'}	protein auto-ADP-ribosylation	1	13.9023	{'supercog1'}	1
GO:0070227	{'D'}	lymphocyte apoptotic process	1	10.7324	{'supercog1'}	1
GO:0070228	{'D', 'T'}	regulation of lymphocyte apoptotic process	2	10.9669	{'supercog1'}	1
GO:0070229	{'D'}	negative regulation of lymphocyte apoptotic process	1	11.6096	{'supercog1'}	1
GO:0070230	{'D'}	positive regulation of lymphocyte apoptotic process	1	12.4429	{'supercog1'}	1
GO:0070231	{'D'}	T cell apoptotic process	1	11.4694	{'supercog1'}	1
GO:0070232	{'D', 'T'}	regulation of T cell apoptotic process	2	11.8667	{'supercog1'}	1
GO:0070233	{'D'}	negative regulation of T cell apoptotic process	1	12.4429	{'supercog1'}	1
GO:0070252	{'Z'}	actin-mediated cell contraction	1	11.0148	{'supercog1'}	1
GO:0070262	{'O'}	peptidyl-serine dephosphorylation	1	13.0543	{'supercog1'}	1
GO:0070265	{'R'}	necrotic cell death	1	11.169	{'general function'}	1
GO:0070266	{'D'}	necroptotic process	1	12.1368	{'supercog1'}	1
GO:0070279	{'H'}	vitamin B6 binding	1	6.3287	{'supercog2'}	1
GO:0070286	{'O'}	axonemal dynein complex assembly	1	11.7485	{'supercog1'}	1
GO:0070291	{'H'}	N-acylethanolamine metabolic process	1	14.4169	{'supercog2'}	1
GO:0070292	{'Q'}	N-acylphosphatidylethanolamine metabolic process	1	14.6393	{'supercog2'}	1
GO:0070293	{'R'}	renal absorption	1	11.9575	{'general function'}	1
GO:0070294	{'P'}	renal sodium ion absorption	1	15.9023	{'supercog2'}	1
GO:0070295	{'T'}	renal water absorption	1	15.0543	{'supercog1'}	1
GO:0070296	{'P'}	sarcoplasmic reticulum calcium ion transport	1	11.9205	{'supercog2'}	1
GO:0070297	{'T'}	regulation of phosphorelay signal transduction system	1	13.2701	{'supercog1'}	1
GO:0070301	{'T'}	cellular response to hydrogen peroxide	1	9.9114	{'supercog1'}	1
GO:0070302	{'T'}	regulation of stress-activated protein kinase signaling cascade	1	9.5308	{'supercog1'}	1
GO:0070303	{'T'}	negative regulation of stress-activated protein kinase signaling cascade	1	11.51	{'supercog1'}	1
GO:0070304	{'T'}	positive regulation of stress-activated protein kinase signaling cascade	1	10.2299	{'supercog1'}	1
GO:0070306	{'D'}	lens fiber cell differentiation	1	12.3416	{'supercog1'}	1
GO:0070307	{'D'}	lens fiber cell development	1	13.5238	{'supercog1'}	1
GO:0070309	{'D'}	lens fiber cell morphogenesis	1	14.3174	{'supercog1'}	1
GO:0070316	{'D'}	regulation of G0 to G1 transition	1	13.5238	{'supercog1'}	1
GO:0070324	{'Q'}	thyroid hormone binding	1	11.4429	{'supercog2'}	1
GO:0070325	{'I'}	lipoprotein particle receptor binding	1	11.832	{'supercog2'}	1
GO:0070328	{'I'}	triglyceride homeostasis	1	11.7165	{'supercog2'}	1
GO:0070330	{'H'}	aromatase activity	1	10.6774	{'supercog2'}	1
GO:0070339	{'T'}	response to bacterial lipopeptide	1	13.7007	{'supercog1'}	1
GO:0070370	{'T'}	cellular heat acclimation	1	14.1368	{'supercog1'}	1
GO:0070371	{'T'}	ERK1 and ERK2 cascade	1	8.9645	{'supercog1'}	1
GO:0070372	{'T'}	regulation of ERK1 and ERK2 cascade	1	9.095	{'supercog1'}	1
GO:0070373	{'T'}	negative regulation of ERK1 and ERK2 cascade	1	11.4964	{'supercog1'}	1
GO:0070374	{'T'}	positive regulation of ERK1 and ERK2 cascade	1	9.5066	{'supercog1'}	1
GO:0070382	{'U', 'M'}	exocytic vesicle	2	9.8022	{'supercog1'}	1
GO:0070383	{'B'}	DNA cytosine deamination	1	13.2701	{'supercog3'}	1
GO:0070391	{'T'}	response to lipoteichoic acid	1	12.9023	{'supercog1'}	1
GO:0070401	{'F'}	NADP+ binding	1	11.5518	{'supercog2'}	1
GO:0070402	{'F'}	NADPH binding	1	9.0644	{'supercog2'}	1
GO:0070403	{'F'}	NAD+ binding	1	9.7731	{'supercog2'}	1
GO:0070404	{'F'}	NADH binding	1	12.5238	{'supercog2'}	1
GO:0070417	{'T'}	cellular response to cold	1	12.2701	{'supercog1'}	1
GO:0070419	{'L'}	nonhomologous end joining complex	1	13.4694	{'supercog3'}	1
GO:0070423	{'R'}	nucleotide-binding oligomerization domain containing signaling pathway	1	13.2701	{'general function'}	1
GO:0070424	{'T'}	regulation of nucleotide-binding oligomerization domain containing signaling pathway	1	15.4169	{'supercog1'}	1
GO:0070426	{'T'}	positive regulation of nucleotide-binding oligomerization domain containing signaling pathway	1	17.2243	{'supercog1'}	1
GO:0070427	{'T'}	nucleotide-binding oligomerization domain containing 1 signaling pathway	1	16.6393	{'supercog1'}	1
GO:0070428	{'T'}	regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway	1	17.2243	{'supercog1'}	1
GO:0070430	{'T'}	positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway	1	18.2243	{'supercog1'}	1
GO:0070431	{'T'}	nucleotide-binding oligomerization domain containing 2 signaling pathway	1	14.6393	{'supercog1'}	1
GO:0070432	{'T'}	regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	1	16.6393	{'supercog1'}	1
GO:0070461	{'B'}	SAGA-type complex	1	11.3174	{'supercog3'}	1
GO:0070469	{'M'}	respirasome	1	7.2686	{'supercog1'}	1
GO:0070470	{'M'}	plasma membrane respirasome	1	12.2019	{'supercog1'}	1
GO:0070475	{'J'}	rRNA base methylation	1	7.6678	{'supercog3'}	1
GO:0070481	{'A', 'K'}	nuclear-transcribed mRNA catabolic process, non-stop decay	2	11.2818	{'supercog3'}	1
GO:0070482	{'T'}	response to oxygen levels	1	8.5066	{'supercog1'}	1
GO:0070483	{'T'}	detection of hypoxia	1	17.2243	{'supercog1'}	1
GO:0070490	{'O'}	protein pupylation	1	12.5804	{'supercog1'}	1
GO:0070492	{'G'}	oligosaccharide binding	1	10.6318	{'supercog2'}	1
GO:0070493	{'T'}	thrombin-activated receptor signaling pathway	1	14.0543	{'supercog1'}	1
GO:0070498	{'T'}	interleukin-1-mediated signaling pathway	1	11.2356	{'supercog1'}	1
GO:0070507	{'Z'}	regulation of microtubule cytoskeleton organization	1	9.3264	{'supercog1'}	1
GO:0070508	{'I'}	cholesterol import	1	12.832	{'supercog2'}	1
GO:0070509	{'P'}	calcium ion import	1	11.1368	{'supercog2'}	1
GO:0070513	{'O'}	death domain binding	1	13.4694	{'supercog1'}	1
GO:0070516	{'O', 'Y'}	CAK-ERCC2 complex	2	17.2243	{'supercog3', 'supercog1'}	2
GO:0070524	{'Q'}	11-beta-hydroxysteroid dehydrogenase (NADP+) activity	1	14.0543	{'supercog2'}	1
GO:0070525	{'J'}	tRNA threonylcarbamoyladenosine metabolic process	1	9.0148	{'supercog3'}	1
GO:0070527	{'T'}	platelet aggregation	1	11.0148	{'supercog1'}	1
GO:0070528	{'T'}	protein kinase C signaling	1	12.6096	{'supercog1'}	1
GO:0070531	{'O', 'Y'}	BRCA1-A complex	2	13.4169	{'supercog3', 'supercog1'}	2
GO:0070534	{'O'}	protein K63-linked ubiquitination	1	10.8844	{'supercog1'}	1
GO:0070536	{'O'}	protein K63-linked deubiquitination	1	11.8844	{'supercog1'}	1
GO:0070537	{'R'}	histone H2A K63-linked deubiquitination	1	15.4169	{'general function'}	1
GO:0070538	{'I'}	oleic acid binding	1	14.3174	{'supercog2'}	1
GO:0070542	{'T'}	response to fatty acid	1	10.9859	{'supercog1'}	1
GO:0070543	{'T'}	response to linoleic acid	1	15.0543	{'supercog1'}	1
GO:0070545	{'O', 'Y'}	PeBoW complex	2	12.1582	{'supercog3', 'supercog1'}	2
GO:0070548	{'E'}	L-glutamine aminotransferase activity	1	11.1582	{'supercog2'}	1
GO:0070551	{'A'}	endoribonuclease activity, cleaving siRNA-paired mRNA	1	15.6393	{'supercog3'}	1
GO:0070552	{'O', 'Y'}	BRISC complex	2	14.0543	{'supercog3', 'supercog1'}	2
GO:0070555	{'T'}	response to interleukin-1	1	9.584	{'supercog1'}	1
GO:0070557	{'O', 'Y'}	PCNA-p21 complex	2	15.2243	{'supercog3', 'supercog1'}	2
GO:0070566	{'P', 'T'}	adenylyltransferase activity	2	7.2935	{'supercog2', 'supercog1'}	2
GO:0070567	{'P', 'T'}	cytidylyltransferase activity	2	8.6431	{'supercog2', 'supercog1'}	2
GO:0070568	{'P', 'T'}	guanylyltransferase activity	2	10.0148	{'supercog2', 'supercog1'}	2
GO:0070569	{'P', 'T'}	uridylyltransferase activity	2	8.9458	{'supercog2', 'supercog1'}	2
GO:0070578	{'O'}	RISC-loading complex	1	13.5238	{'supercog1'}	1
GO:0070579	{'C'}	methylcytosine dioxygenase activity	1	15.6393	{'supercog2'}	1
GO:0070584	{'R'}	mitochondrion morphogenesis	1	12.0543	{'general function'}	1
GO:0070585	{'O'}	protein localization to mitochondrion	1	9.2847	{'supercog1'}	1
GO:0070588	{'P'}	calcium ion transmembrane transport	1	8.8778	{'supercog2'}	1
GO:0070589	{'R'}	cellular component macromolecule biosynthetic process	1	6.265	{'general function'}	1
GO:0070592	{'G'}	cell wall polysaccharide biosynthetic process	1	11.7007	{'supercog2'}	1
GO:0070603	{'C'}	SWI/SNF superfamily-type complex	1	9.7896	{'supercog2'}	1
GO:0070611	{'O', 'H'}	histone H3R2 methyltransferase activity	2	14.7648	{'supercog2', 'supercog1'}	2
GO:0070613	{'O'}	regulation of protein processing	1	11.0847	{'supercog1'}	1
GO:0070633	{'R'}	transepithelial transport	1	13.095	{'general function'}	1
GO:0070634	{'R'}	transepithelial ammonium transport	1	15.4169	{'general function'}	1
GO:0070640	{'H', 'I'}	vitamin D3 metabolic process	2	14.0543	{'supercog2'}	1
GO:0070643	{'H'}	vitamin D 25-hydroxylase activity	1	14.6393	{'supercog2'}	1
GO:0070646	{'O'}	protein modification by small protein removal	1	8.9482	{'supercog1'}	1
GO:0070647	{'O'}	protein modification by small protein conjugation or removal	1	6.4972	{'supercog1'}	1
GO:0070651	{'A'}	nonfunctional rRNA decay	1	12.095	{'supercog3'}	1
GO:0070661	{'D'}	leukocyte proliferation	1	8.7066	{'supercog1'}	1
GO:0070662	{'D'}	mast cell proliferation	1	14.6393	{'supercog1'}	1
GO:0070663	{'D'}	regulation of leukocyte proliferation	1	9.0695	{'supercog1'}	1
GO:0070664	{'D'}	negative regulation of leukocyte proliferation	1	10.2413	{'supercog1'}	1
GO:0070665	{'D'}	positive regulation of leukocyte proliferation	1	10.0003	{'supercog1'}	1
GO:0070666	{'D'}	regulation of mast cell proliferation	1	14.7648	{'supercog1'}	1
GO:0070667	{'D'}	negative regulation of mast cell proliferation	1	15.4169	{'supercog1'}	1
GO:0070671	{'T'}	response to interleukin-12	1	11.4041	{'supercog1'}	1
GO:0070672	{'T'}	response to interleukin-15	1	13.5238	{'supercog1'}	1
GO:0070679	{'G'}	inositol 1,4,5 trisphosphate binding	1	13.7007	{'supercog2'}	1
GO:0070694	{'G'}	deoxyribonucleoside 5'-monophosphate N-glycosidase activity	1	14.1368	{'supercog2'}	1
GO:0070717	{'F'}	poly-purine tract binding	1	10.6929	{'supercog2'}	1
GO:0070723	{'T'}	response to cholesterol	1	12.6697	{'supercog1'}	1
GO:0070726	{'M'}	cell wall assembly	1	12.7648	{'supercog1'}	1
GO:0070727	{'U'}	cellular macromolecule localization	1	5.4163	{'supercog1'}	1
GO:0070728	{'E'}	leucine binding	1	14.2243	{'supercog2'}	1
GO:0070733	{'P', 'T'}	protein adenylyltransferase activity	2	13.2243	{'supercog2', 'supercog1'}	2
GO:0070734	{'R'}	histone H3-K27 methylation	1	12.798	{'general function'}	1
GO:0070741	{'T'}	response to interleukin-6	1	11.8492	{'supercog1'}	1
GO:0070765	{'O', 'M'}	gamma-secretase complex	2	14.1368	{'supercog1'}	1
GO:0070813	{'C'}	hydrogen sulfide metabolic process	1	9.1262	{'supercog2'}	1
GO:0070814	{'C'}	hydrogen sulfide biosynthetic process	1	9.1475	{'supercog2'}	1
GO:0070815	{'O', 'C'}	peptidyl-lysine 5-dioxygenase activity	2	13.9763	{'supercog2', 'supercog1'}	2
GO:0070816	{'R'}	phosphorylation of RNA polymerase II C-terminal domain	1	11.2243	{'general function'}	1
GO:0070820	{'U', 'M'}	tertiary granule	2	9.5554	{'supercog1'}	1
GO:0070828	{'B'}	heterochromatin organization	1	11.1582	{'supercog3'}	1
GO:0070830	{'W'}	bicellular tight junction assembly	1	11.7648	{'supercog1'}	1
GO:0070831	{'W'}	basement membrane assembly	1	13.7007	{'supercog1'}	1
GO:0070836	{'M'}	caveola assembly	1	14.9023	{'supercog1'}	1
GO:0070837	{'H'}	dehydroascorbic acid transport	1	15.4169	{'supercog2'}	1
GO:0070840	{'Z'}	dynein complex binding	1	12.247	{'supercog1'}	1
GO:0070841	{'R'}	inclusion body assembly	1	13.4169	{'general function'}	1
GO:0070847	{'O', 'Y'}	core mediator complex	2	10.9482	{'supercog3', 'supercog1'}	2
GO:0070848	{'T'}	response to growth factor	1	7.9669	{'supercog1'}	1
GO:0070849	{'T'}	response to epidermal growth factor	1	11.5661	{'supercog1'}	1
GO:0070851	{'T'}	growth factor receptor binding	1	9.4761	{'supercog1'}	1
GO:0070857	{'H'}	regulation of bile acid biosynthetic process	1	13.7007	{'supercog2'}	1
GO:0070861	{'O', 'U'}	regulation of protein exit from endoplasmic reticulum	2	12.7324	{'supercog1'}	1
GO:0070863	{'O', 'U'}	positive regulation of protein exit from endoplasmic reticulum	2	13.0148	{'supercog1'}	1
GO:0070873	{'G', 'C'}	regulation of glycogen metabolic process	2	12.0345	{'supercog2'}	1
GO:0070874	{'G'}	negative regulation of glycogen metabolic process	1	13.7007	{'supercog2'}	1
GO:0070875	{'G', 'C', 'H'}	positive regulation of glycogen metabolic process	3	13.3174	{'supercog2'}	1
GO:0070884	{'T'}	regulation of calcineurin-NFAT signaling cascade	1	12.4694	{'supercog1'}	1
GO:0070885	{'T'}	negative regulation of calcineurin-NFAT signaling cascade	1	13.6393	{'supercog1'}	1
GO:0070887	{'T'}	cellular response to chemical stimulus	1	4.7098	{'supercog1'}	1
GO:0070891	{'I', 'M'}	lipoteichoic acid binding	2	15.2243	{'supercog2', 'supercog1'}	2
GO:0070897	{'O', 'B'}	transcription preinitiation complex assembly	2	9.9435	{'supercog3', 'supercog1'}	2
GO:0070905	{'E'}	serine binding	1	12.1368	{'supercog2'}	1
GO:0070911	{'L'}	global genome nucleotide-excision repair	1	13.095	{'supercog3'}	1
GO:0070918	{'A'}	regulatory ncRNA processing	1	10.8149	{'supercog3'}	1
GO:0070922	{'J'}	RISC complex assembly	1	13.9763	{'supercog3'}	1
GO:0070925	{'R'}	organelle assembly	1	6.4001	{'general function'}	1
GO:0070936	{'O'}	protein K48-linked ubiquitination	1	11.4694	{'supercog1'}	1
GO:0070938	{'Z'}	contractile ring	1	11.6393	{'supercog1'}	1
GO:0070940	{'R'}	dephosphorylation of RNA polymerase II C-terminal domain	1	12.6393	{'general function'}	1
GO:0070942	{'V'}	neutrophil mediated cytotoxicity	1	12.1368	{'supercog1'}	1
GO:0070948	{'V'}	regulation of neutrophil mediated cytotoxicity	1	12.7007	{'supercog1'}	1
GO:0070971	{'U', 'M'}	endoplasmic reticulum exit site	2	11.6244	{'supercog1'}	1
GO:0070972	{'O'}	protein localization to endoplasmic reticulum	1	9.2103	{'supercog1'}	1
GO:0070977	{'D'}	bone maturation	1	12.4429	{'supercog1'}	1
GO:0070979	{'O'}	protein K11-linked ubiquitination	1	11.9205	{'supercog1'}	1
GO:0070987	{'L'}	error-free translesion synthesis	1	12.5518	{'supercog3'}	1
GO:0070988	{'C'}	demethylation	1	9.2075	{'supercog2'}	1
GO:0070989	{'C'}	oxidative demethylation	1	11.9575	{'supercog2'}	1
GO:0070993	{'O'}	translation preinitiation complex	1	9.7855	{'supercog1'}	1
GO:0070995	{'H'}	NADPH oxidation	1	14.1368	{'supercog2'}	1
GO:0070997	{'R'}	neuron death	1	8.8277	{'general function'}	1
GO:0071004	{'O', 'Y'}	U2-type prespliceosome	2	10.9669	{'supercog3', 'supercog1'}	2
GO:0071005	{'O', 'Y'}	U2-type precatalytic spliceosome	2	11.4694	{'supercog3', 'supercog1'}	2
GO:0071006	{'O'}	U2-type catalytic step 1 spliceosome	1	11.798	{'supercog1'}	1
GO:0071007	{'O'}	U2-type catalytic step 2 spliceosome	1	11.2935	{'supercog1'}	1
GO:0071008	{'O', 'Y'}	U2-type post-mRNA release spliceosomal complex	2	13.1368	{'supercog3', 'supercog1'}	2
GO:0071010	{'O', 'Y'}	prespliceosome	2	10.9669	{'supercog3', 'supercog1'}	2
GO:0071011	{'O', 'Y'}	precatalytic spliceosome	2	10.9669	{'supercog3', 'supercog1'}	2
GO:0071012	{'O'}	catalytic step 1 spliceosome	1	11.798	{'supercog1'}	1
GO:0071013	{'O'}	catalytic step 2 spliceosome	1	9.6774	{'supercog1'}	1
GO:0071014	{'O', 'Y'}	post-mRNA release spliceosomal complex	2	11.2701	{'supercog3', 'supercog1'}	2
GO:0071025	{'A'}	RNA surveillance	1	10.2995	{'supercog3'}	1
GO:0071027	{'Y'}	nuclear RNA surveillance	1	10.8149	{'supercog3'}	1
GO:0071028	{'Y'}	nuclear mRNA surveillance	1	11.2019	{'supercog3'}	1
GO:0071029	{'Y'}	nuclear ncRNA surveillance	1	11.6096	{'supercog3'}	1
GO:0071042	{'A', 'K'}	nuclear polyadenylation-dependent mRNA catabolic process	2	12.2019	{'supercog3'}	1
GO:0071046	{'Y'}	nuclear polyadenylation-dependent ncRNA catabolic process	1	11.6244	{'supercog3'}	1
GO:0071047	{'A', 'K'}	polyadenylation-dependent mRNA catabolic process	2	12.2019	{'supercog3'}	1
GO:0071051	{'A'}	polyadenylation-dependent snoRNA 3'-end processing	1	11.9575	{'supercog3'}	1
GO:0071071	{'I'}	regulation of phospholipid biosynthetic process	1	12.0148	{'supercog2'}	1
GO:0071072	{'I'}	negative regulation of phospholipid biosynthetic process	1	13.5238	{'supercog2'}	1
GO:0071076	{'A'}	RNA 3' uridylation	1	15.0543	{'supercog3'}	1
GO:0071077	{'F'}	adenosine 3',5'-bisphosphate transmembrane transporter activity	1	15.6393	{'supercog2'}	1
GO:0071103	{'B'}	DNA conformation change	1	6.6812	{'supercog3'}	1
GO:0071106	{'F'}	adenosine 3',5'-bisphosphate transmembrane transport	1	15.6393	{'supercog2'}	1
GO:0071139	{'B', 'L'}	resolution of recombination intermediates	2	15.0543	{'supercog3'}	1
GO:0071156	{'R'}	regulation of cell cycle arrest	1	10.7244	{'general function'}	1
GO:0071157	{'R'}	negative regulation of cell cycle arrest	1	11.8149	{'general function'}	1
GO:0071158	{'R'}	positive regulation of cell cycle arrest	1	11.7648	{'general function'}	1
GO:0071162	{'B', 'Y'}	CMG complex	2	13.2243	{'supercog3'}	1
GO:0071166	{'U'}	ribonucleoprotein complex localization	1	9.1315	{'supercog1'}	1
GO:0071168	{'O'}	protein localization to chromatin	1	11.6244	{'supercog1'}	1
GO:0071173	{'T'}	spindle assembly checkpoint signaling	1	10.9023	{'supercog1'}	1
GO:0071174	{'D'}	mitotic spindle checkpoint signaling	1	10.8149	{'supercog1'}	1
GO:0071203	{'O'}	WASH complex	1	14.1368	{'supercog1'}	1
GO:0071211	{'O'}	protein targeting to vacuole involved in autophagy	1	14.7648	{'supercog1'}	1
GO:0071214	{'T'}	cellular response to abiotic stimulus	1	8.1435	{'supercog1'}	1
GO:0071215	{'T'}	cellular response to abscisic acid stimulus	1	10.0246	{'supercog1'}	1
GO:0071216	{'T'}	cellular response to biotic stimulus	1	8.9159	{'supercog1'}	1
GO:0071218	{'T'}	cellular response to misfolded protein	1	11.1582	{'supercog1'}	1
GO:0071219	{'T'}	cellular response to molecule of bacterial origin	1	9.0644	{'supercog1'}	1
GO:0071220	{'T'}	cellular response to bacterial lipoprotein	1	13.832	{'supercog1'}	1
GO:0071221	{'T'}	cellular response to bacterial lipopeptide	1	13.9763	{'supercog1'}	1
GO:0071222	{'T'}	cellular response to lipopolysaccharide	1	9.1368	{'supercog1'}	1
GO:0071225	{'T'}	cellular response to muramyl dipeptide	1	14.6393	{'supercog1'}	1
GO:0071229	{'T'}	cellular response to acid chemical	1	8.4234	{'supercog1'}	1
GO:0071230	{'T'}	cellular response to amino acid stimulus	1	10.9205	{'supercog1'}	1
GO:0071233	{'T'}	cellular response to leucine	1	14.3174	{'supercog1'}	1
GO:0071236	{'T'}	cellular response to antibiotic	1	9.2672	{'supercog1'}	1
GO:0071241	{'T'}	cellular response to inorganic substance	1	8.7506	{'supercog1'}	1
GO:0071242	{'T'}	cellular response to ammonium ion	1	10.3851	{'supercog1'}	1
GO:0071248	{'T'}	cellular response to metal ion	1	8.9274	{'supercog1'}	1
GO:0071260	{'T'}	cellular response to mechanical stimulus	1	11.2701	{'supercog1'}	1
GO:0071265	{'E', 'H'}	L-methionine biosynthetic process	2	8.2313	{'supercog2'}	1
GO:0071266	{'E', 'H'}	'de novo' L-methionine biosynthetic process	2	10.9023	{'supercog2'}	1
GO:0071267	{'C'}	L-methionine salvage	1	8.4778	{'supercog2'}	1
GO:0071276	{'T'}	cellular response to cadmium ion	1	10.8667	{'supercog1'}	1
GO:0071277	{'T'}	cellular response to calcium ion	1	11.0444	{'supercog1'}	1
GO:0071280	{'T'}	cellular response to copper ion	1	12.2019	{'supercog1'}	1
GO:0071281	{'T'}	cellular response to iron ion	1	11.4561	{'supercog1'}	1
GO:0071285	{'T'}	cellular response to lithium ion	1	13.4694	{'supercog1'}	1
GO:0071288	{'T'}	cellular response to mercury ion	1	14.1368	{'supercog1'}	1
GO:0071294	{'T'}	cellular response to zinc ion	1	12.798	{'supercog1'}	1
GO:0071295	{'T'}	cellular response to vitamin	1	12.7648	{'supercog1'}	1
GO:0071300	{'T'}	cellular response to retinoic acid	1	11.9389	{'supercog1'}	1
GO:0071307	{'T'}	cellular response to vitamin K	1	15.9023	{'supercog1'}	1
GO:0071310	{'T'}	cellular response to organic substance	1	5.4723	{'supercog1'}	1
GO:0071318	{'T'}	cellular response to ATP	1	11.9389	{'supercog1'}	1
GO:0071320	{'T'}	cellular response to cAMP	1	11.7648	{'supercog1'}	1
GO:0071322	{'T'}	cellular response to carbohydrate stimulus	1	9.8234	{'supercog1'}	1
GO:0071326	{'T'}	cellular response to monosaccharide stimulus	1	10.0543	{'supercog1'}	1
GO:0071331	{'T'}	cellular response to hexose stimulus	1	10.0644	{'supercog1'}	1
GO:0071332	{'T'}	cellular response to fructose stimulus	1	14.0543	{'supercog1'}	1
GO:0071333	{'G'}	cellular response to glucose stimulus	1	10.1053	{'supercog2'}	1
GO:0071339	{'Y'}	MLL1 complex	1	11.9575	{'supercog3'}	1
GO:0071344	{'C', 'H'}	diphosphate metabolic process	2	16.2243	{'supercog2'}	1
GO:0071345	{'T'}	cellular response to cytokine stimulus	1	7.0828	{'supercog1'}	1
GO:0071346	{'W', 'T', 'V'}	cellular response to type II interferon	3	9.8667	{'supercog1'}	1
GO:0071347	{'T'}	cellular response to interleukin-1	1	9.7731	{'supercog1'}	1
GO:0071349	{'T'}	cellular response to interleukin-12	1	11.4299	{'supercog1'}	1
GO:0071354	{'T'}	cellular response to interleukin-6	1	12.4429	{'supercog1'}	1
GO:0071356	{'T'}	cellular response to tumor necrosis factor	1	9.2527	{'supercog1'}	1
GO:0071357	{'W', 'T', 'V'}	cellular response to type I interferon	3	9.798	{'supercog1'}	1
GO:0071359	{'T'}	cellular response to dsRNA	1	12.7648	{'supercog1'}	1
GO:0071360	{'T'}	cellular response to exogenous dsRNA	1	13.095	{'supercog1'}	1
GO:0071363	{'T'}	cellular response to growth factor stimulus	1	8.0234	{'supercog1'}	1
GO:0071364	{'T'}	cellular response to epidermal growth factor stimulus	1	12.0345	{'supercog1'}	1
GO:0071365	{'T'}	cellular response to auxin stimulus	1	10.6096	{'supercog1'}	1
GO:0071367	{'T'}	cellular response to brassinosteroid stimulus	1	12.0345	{'supercog1'}	1
GO:0071368	{'T'}	cellular response to cytokinin stimulus	1	11.6244	{'supercog1'}	1
GO:0071370	{'T'}	cellular response to gibberellin stimulus	1	11.8844	{'supercog1'}	1
GO:0071375	{'T'}	cellular response to peptide hormone stimulus	1	8.7445	{'supercog1'}	1
GO:0071379	{'T'}	cellular response to prostaglandin stimulus	1	13.3663	{'supercog1'}	1
GO:0071383	{'T'}	cellular response to steroid hormone stimulus	1	9.2103	{'supercog1'}	1
GO:0071384	{'T'}	cellular response to corticosteroid stimulus	1	10.8149	{'supercog1'}	1
GO:0071385	{'T'}	cellular response to glucocorticoid stimulus	1	10.8755	{'supercog1'}	1
GO:0071392	{'T'}	cellular response to estradiol stimulus	1	12.7007	{'supercog1'}	1
